frame_index,raw_frame_path,detected_frame_path,marker_count,charuco_corner_count,marker_ids,used_for_calibration,error
5070,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005070.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005070_detected.jpg,2,0,23 13,False,
5100,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005100.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005100_detected.jpg,2,1,23 20,False,
5130,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005130.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005130_detected.jpg,2,1,19 16,False,
5160,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005160.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005160_detected.jpg,3,0,23 22 17,False,
5190,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005190.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005190_detected.jpg,2,1,23 20,False,
5220,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005220.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005220_detected.jpg,4,3,23 20 16 13,False,
5250,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005250.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005250_detected.jpg,1,0,22,False,
5280,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005280.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005280_detected.jpg,1,0,22,False,
5310,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005310.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005310_detected.jpg,1,0,22,False,
5340,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005340.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005340_detected.jpg,1,0,20,False,
5370,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005370.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005370_detected.jpg,4,1,23 16 13 6,False,
5400,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005400.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005400_detected.jpg,2,1,16 13,False,
5430,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005430.jpg,,0,0,,False,
5460,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005460.jpg,,0,0,,False,
5490,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005490.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005490_detected.jpg,1,0,13,False,
5520,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005520.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005520_detected.jpg,4,2,23 19 22 10,False,
5550,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005550.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005550_detected.jpg,1,0,20,False,
5580,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005580.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005580_detected.jpg,3,2,23 19 22,False,
5610,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005610.jpg,,0,0,,False,
5640,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005640.jpg,,0,0,,False,
5670,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005670.jpg,,0,0,,False,
5700,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005700.jpg,,0,0,,False,
5730,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005730.jpg,,0,0,,False,
5760,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005760.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_005760_detected.jpg,3,0,23 22 10,False,
5790,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005790.jpg,,0,0,,False,
5820,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005820.jpg,,0,0,,False,
5850,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005850.jpg,,0,0,,False,
5880,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005880.jpg,,0,0,,False,
5910,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005910.jpg,,0,0,,False,
5940,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005940.jpg,,0,0,,False,
5970,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_005970.jpg,,0,0,,False,
6000,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006000.jpg,,0,0,,False,
6030,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006030.jpg,,0,0,,False,
6060,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006060.jpg,,0,0,,False,
6090,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006090.jpg,,0,0,,False,
6120,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006120.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006120_detected.jpg,6,6,21 22 18 19 15 16,True,
6150,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006150.jpg,,0,0,,False,
6180,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006180.jpg,,0,0,,False,
6210,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006210.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006210_detected.jpg,1,0,21,False,
6240,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006240.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006240_detected.jpg,1,0,22,False,
6270,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006270.jpg,,0,0,,False,
6300,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006300.jpg,,0,0,,False,
6330,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006330.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006330_detected.jpg,3,0,21 22 23,False,
6360,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006360.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006360_detected.jpg,2,0,21 22,False,
6390,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006390.jpg,,0,0,,False,
6420,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006420.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006420_detected.jpg,4,3,21 22 18 15,False,
6450,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006450.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006450_detected.jpg,3,0,21 22 23,False,
6480,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006480.jpg,,0,0,,False,
6510,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006510.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006510_detected.jpg,1,0,21,False,
6540,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006540.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006540_detected.jpg,2,1,21 18,False,
6570,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006570.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006570_detected.jpg,2,0,21 22,False,
6600,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006600.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006600_detected.jpg,6,5,21 22 18 19 15 10,True,
6630,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006630.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006630_detected.jpg,6,4,22 23 21 18 20 17,True,
6660,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006660.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006660_detected.jpg,4,1,22 23 20 17,False,
6690,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006690.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006690_detected.jpg,1,0,13,False,
6720,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006720.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006720_detected.jpg,5,2,22 23 21 20 17,False,
6750,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006750.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006750_detected.jpg,3,1,23 20 13,False,
6780,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006780.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006780_detected.jpg,3,0,22 23 13,False,
6810,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006810.jpg,,0,0,,False,
6840,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006840.jpg,,0,0,,False,
6870,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006870.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006870_detected.jpg,3,0,22 23 13,False,
6900,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006900.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006900_detected.jpg,8,3,22 23 21 16 12 13 17 10,True,
6930,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006930.jpg,,0,0,,False,
6960,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006960.jpg,,0,0,,False,
6990,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_006990.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_006990_detected.jpg,1,0,9,False,
7020,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007020.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007020_detected.jpg,2,1,16 13,False,
7050,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007050.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007050_detected.jpg,1,0,13,False,
7080,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007080.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007080_detected.jpg,9,11,16 19 12 13 15 9 22 18 6,True,
7110,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007110.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007110_detected.jpg,9,9,12 15 19 11 18 5 22 14 21,True,
7140,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007140.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007140_detected.jpg,7,3,12 19 5 13 22 20 23,True,
7170,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007170.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007170_detected.jpg,3,1,13 20 23,False,
7200,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007200.jpg,,0,0,,False,
7230,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007230.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007230_detected.jpg,9,6,12 15 11 19 5 13 22 20 23,True,
7260,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007260.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007260_detected.jpg,8,3,11 18 4 22 10 21 17 3,True,
7290,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007290.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007290_detected.jpg,5,2,15 19 22 10 17,False,
7320,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007320.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007320_detected.jpg,2,0,22 23,False,
7350,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007350.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007350_detected.jpg,4,0,16 9 23 21,False,
7380,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007380.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007380_detected.jpg,13,17,12 15 16 19 8 9 18 13 5 20 22 23 21,True,
7410,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007410.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007410_detected.jpg,12,13,12 15 8 16 11 19 5 13 22 20 23 6,True,
7440,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007440.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007440_detected.jpg,5,4,12 15 16 19 5,False,
7470,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007470.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007470_detected.jpg,6,6,12 15 16 9 19 5,True,
7500,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007500.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007500_detected.jpg,10,11,12 15 16 19 18 13 22 5 20 23,True,
7530,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007530.jpg,,0,0,,False,
7560,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007560.jpg,,0,0,,False,
7590,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007590.jpg,,0,0,,False,
7620,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007620.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007620_detected.jpg,2,0,20 13,False,
7650,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007650.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007650_detected.jpg,1,0,23,False,
7680,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007680.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007680_detected.jpg,1,0,16,False,
7710,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007710.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007710_detected.jpg,1,0,17,False,
7740,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007740.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007740_detected.jpg,1,0,22,False,
7770,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007770.jpg,,0,0,,False,
7800,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007800.jpg,,0,0,,False,
7830,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007830.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007830_detected.jpg,1,0,13,False,
7860,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007860.jpg,,0,0,,False,
7890,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007890.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007890_detected.jpg,1,0,23,False,
7920,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007920.jpg,,0,0,,False,
7950,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007950.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007950_detected.jpg,2,0,23 21,False,
7980,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_007980.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_007980_detected.jpg,3,1,13 20 23,False,
8010,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_008010.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_008010_detected.jpg,2,1,13 16,False,
